Level:Intermediate
100, 120, 1, 1, 2, 150, 0,   0, 0, 0, 1
200, 120, 1, 1, 1, 150, 0,   0, 0, 0, 0
300, 120, 1, 1, 2, 150, 0,   0, 0, 0, 0
400, 120, 1, 1, 1, 150, 0,   0, 0, 0, 0

500, 126, 1, 1, 2, 150, 50,  0, 0, 0, 1
550, 126, 1, 1, 1, 150, 50,  0, 0, 0, 0
600, 126, 1, 1, 2, 150, 50,  0, 0, 0, 0
650, 126, 1, 1, 1, 150, 0,   0, 0, 0, 0
700, 126, 1, 1, 2, 150, 50,  0, 0, 0, 0
750, 126, 1, 1, 1, 150, 50,  0, 0, 0, 0
800, 126, 1, 1, 2, 150, 50,  0, 0, 0, 0
850, 126, 1, 1, 1, 150, 0,   0, 0, 0, 0

900, 132, 1, 1, 2, 150, 50,  1, 3, 3, 1
933, 132, 1, 1, 1, 30,  50,  0, 0, 0, 0
967, 132, 1, 1, 2, 30,  0,   0, 0, 0, 0
1000,132, 1, 1, 1, 150, 50,  1, 3, 4, 0
1033,132, 1, 1, 2, 30,  50,  0, 0, 0, 0
1067,132, 1, 1, 1, 30,  0,   0, 0, 0, 0
1100,132, 1, 1, 2, 150, 50,  1, 3, 3, 0
1133,132, 1, 1, 1, 30,  50,  0, 0, 0, 0
1167,132, 1, 1, 2, 30,  0,   0, 0, 0, 0
1200,132, 1, 1, 1, 150, 50,  1, 3, 4, 0
1233,132, 1, 1, 2, 30,  50,  0, 0, 0, 0
1267,132, 1, 1, 1, 30,  0,   0, 0, 0, 0

1300,138, 1, 1, 2, 150, 25,  0, 0, 0, 1
1325,138, 1, 1, 1, 30,  25,  0, 0, 0, 0
1350,138, 1, 1, 2, 30,  25,  0, 0, 0, 0
1375,138, 1, 1, 1, 30,  0,   0, 0, 0, 0
1400,138, 1, 1, 2, 150, 25,  0, 0, 0, 0
1425,138, 1, 1, 1, 30,  25,  0, 0, 0, 0
1450,138, 1, 1, 2, 30,  25,  0, 0, 0, 0
1475,138, 1, 1, 1, 30,  0,   0, 0, 0, 0
1500,138, 1, 1, 2, 150, 25,  0, 0, 0, 0
1525,138, 1, 1, 1, 30,  25,  0, 0, 0, 0
1550,138, 1, 1, 2, 30,  25,  0, 0, 0, 0
1575,138, 1, 1, 1, 30,  0,   0, 0, 0, 0
1600,138, 1, 1, 2, 150, 25,  0, 0, 0, 0
1625,138, 1, 1, 1, 30,  25,  0, 0, 0, 0
1650,138, 1, 1, 2, 30,  25,  0, 0, 0, 0
1675,138, 1, 1, 1, 30,  0,   0, 0, 0, 0

1700,144, 1, 1, 2, 150, 25,  1, 5, 5, 1
1720,144, 1, 1, 1, 30,  25,  0, 0, 0, 0
1740,144, 1, 1, 2, 30,  25,  0, 0, 0, 0
1760,144, 1, 1, 1, 30, 25,   0, 0, 0, 0
1780,144, 1, 1, 2, 30, 0,  0, 0, 0, 0
1800,144, 1, 1, 1, 150,  25,  1, 5, 5, 0
1820,144, 1, 1, 2, 30,  25,  0, 0, 0, 0
1840,144, 1, 1, 1, 30,  25,   0, 0, 0, 0
1860,144, 1, 1, 2, 30, 25,  0, 0, 0, 0
1880,144, 1, 1, 1, 30,  0,  0, 0, 0, 0
1900,144, 1, 1, 2, 150, 25,  1, 5, 5, 1
1920,144, 1, 1, 1, 30,  25,  0, 0, 0, 0
1940,144, 1, 1, 2, 30,  25,  0, 0, 0, 0
1960,144, 1, 1, 1, 30, 25,   0, 0, 0, 0
1980,144, 1, 1, 2, 30, 0,  0, 0, 0, 0
2000,144, 1, 1, 1, 150,  25,  1, 5, 5, 0
2020,144, 1, 1, 2, 30,  25,  0, 0, 0, 0
2040,144, 1, 1, 1, 30,  25,   0, 0, 0, 0
2060,144, 1, 1, 2, 30, 25,  0, 0, 0, 0
2080,144, 1, 1, 1, 30,  0,  0, 0, 0, 0

2100,152, 1, 1, 2, 150, 25,  1, 6, 3, 1
2117,152, 1, 1, 1, 30,  25,  0, 0, 0, 0
2133,152, 1, 1, 2, 30,  25,  0, 0, 0, 0
2150,152, 1, 1, 1, 30, 25,   0, 0, 0, 0
2167,152, 1, 1, 2, 30, 25,  0, 0, 0, 0
2183,152, 1, 1, 1, 30,  0,  0, 0, 0, 0
2200,152, 1, 1, 2, 150, 25,  1, 6, 3, 0
2217,152, 1, 1, 1, 30,  25,  0, 0, 0, 0
2233,152, 1, 1, 2, 30,  25,  0, 0, 0, 0
2250,152, 1, 1, 1, 30, 25,   0, 0, 0, 0
2267,152, 1, 1, 2, 30, 25,  0, 0, 0, 0
2283,152, 1, 1, 1, 30,  0,  0, 0, 0, 0
2300,152, 1, 1, 2, 150, 25,  1, 6, 3, 0
2317,152, 1, 1, 1, 30,  25,  0, 0, 0, 0
2333,152, 1, 1, 2, 30,  25,  0, 0, 0, 0
2350,152, 1, 1, 1, 30, 25,   0, 0, 0, 0
2367,152, 1, 1, 2, 30, 25,  0, 0, 0, 0
2383,152, 1, 1, 1, 30,  0,  0, 0, 0, 0
2400,152, 1, 1, 2, 150, 25,  1, 6, 3, 0
2417,152, 1, 1, 1, 30,  25,  0, 0, 0, 0
2433,152, 1, 1, 2, 30,  25,  0, 0, 0, 0
2450,152, 1, 1, 1, 30, 25,   0, 0, 0, 0
2467,152, 1, 1, 2, 30, 25,  0, 0, 0, 0
2483,152, 1, 1, 1, 30,  0,  0, 0, 0, 0

2500,160, 1, 0, 0, 0,   100, 0, 0, 0, 1
2600,160, 1, 2, 2, 150, 0,   0, 0, 0, 0
