 Level:Superior
 100, 190, 1, 0, 0, 150, 100, 0, 0, 0, 0, 1, 1
 200, 190, 1, 0, 0, 150, 100, 0, 0, 0, 0, 0, 1
 300, 190, 1, 0, 0, 150, 100, 0, 0, 0, 0, 0, 1
 400, 190, 1, 0, 0, 150, 100, 0, 0, 0, 0, 0, 1

 500, 190, 1, 0, 0, 150, 100, 0, 0, 0, 0, 1, 1
 600, 190, 1, 0, 0, 150, 100, 0, 0, 0, 0, 0, 1
 700, 190, 1, 0, 0, 150, 100, 0, 0, 0, 0, 0, 1
 800, 190, 1, 0, 0, 150, 100, 0, 0, 0, 0, 0, 1

 900, 190, 1, 3, 1,  30,   0, 0, 0, 0, 0, 1, 1
1000, 190, 1, 1, 2,  30,  50, 0, 0, 0, 0, 0, 1
1050, 190, 1, 1, 1,  30,   0, 0, 0, 0, 0, 0, 1
1100, 190, 1, 1, 2, 150,  50, 0, 0, 0, 2, 0, 1
1150, 190, 1, 1, 1, 150,  25, 0, 0, 0, 0, 0, 1
1175, 190, 1, 1, 1, 130,   0, 0, 0, 0, 0, 0, 1
1200, 190, 1, 0, 0,   0,  50, 0, 0, 0, 0, 0, 1
1250, 190, 1, 1, 1, 110,  51, 0, 0, 0, 0, 0, 1

1300, 190, 1, 1, 1,  90,  25, 0, 0, 0, 0, 1, 1
1325, 190, 1, 1, 1,  70,   0, 0, 0, 0, 0, 0, 1
1350, 190, 1, 0, 0,   0,  50, 0, 0, 0, 0, 0, 1
1400, 190, 1, 1, 1,  50,  25, 0, 0, 0, 0, 0, 1
1425, 190, 1, 1, 1,  45,  25, 0, 0, 0, 0, 0, 1
1450, 190, 1, 4, 2,  40,  25, 0, 0, 0, 0, 0, 1
1475, 190, 1, 1, 1,  35,   0, 0, 0, 0, 3, 0, 1
1500, 190, 1, 1, 2,  30,  25, 0, 0, 0, 0, 0, 1
1525, 190, 1, 1, 2,  30,  25, 0, 0, 0, 0, 0, 1
1550, 190, 1, 1, 1,  30,  25, 0, 0, 0, 0, 0, 1
1575, 190, 1, 1, 1,  30,   0, 0, 0, 0, 0, 0, 1
1600, 190, 1, 1, 2,  30,  25, 0, 0, 0, 0, 0, 1
1625, 190, 1, 1, 2,  30,  50, 0, 0, 0, 0, 0, 1
1650, 190, 1, 1, 2,  30,   0, 0, 0, 0, 0, 0, 1

1700, 190, 1, 3, 1,  30,   0, 0, 0, 0, 0, 1, 1
1800, 190, 1, 1, 2,  30,  50, 0, 0, 0, 0, 0, 1
1850, 190, 1, 1, 1,  30,   0, 0, 0, 0, 0, 0, 1
1900, 190, 1, 1, 2, 150,  50, 0, 0, 0, 2, 0, 1
1950, 190, 1, 1, 2, 150,  25, 0, 0, 0, 0, 0, 1
1975, 190, 1, 1, 2, 120,   0, 0, 0, 0, 0, 0, 1
2000, 190, 1, 0, 0,   0,  50, 0, 0, 0, 0, 0, 1
2050, 190, 1, 1, 2,  90,  51, 0, 0, 0, 0, 0, 1

2100, 190, 1, 1, 2,  60,  25, 0, 0, 0, 0, 1, 1
2125, 190, 1, 1, 2,  30,   0, 0, 0, 0, 3, 0, 1
2150, 190, 1, 0, 0,   0,  50, 0, 0, 0, 0, 0, 1
2200, 190, 1, 1, 2,  30,  25, 1, 3, 3, 0, 0, 1
2217, 190, 1, 1, 2,  30,  25, 0, 0, 0, 0, 0, 1
2233, 190, 1, 1, 1,  30,  25, 0, 0, 0, 0, 0, 1
2250, 190, 1, 1, 1,  30,  25, 0, 0, 0, 0, 0, 1
2267, 190, 1, 1, 2,  30,  25, 0, 0, 0, 0, 0, 1
2283, 190, 1, 1, 2,  30,   0, 0, 0, 0, 0, 0, 1
2300, 190, 1, 1, 1,  30,  50, 0, 0, 0, 0, 0, 1
2350, 190, 1, 1, 1,  30,   0, 0, 0, 0, 0, 0, 1
2400, 190, 1, 1, 2, 150,  25, 0, 0, 0, 0, 0, 1
2425, 190, 1, 1, 1, 150,   0, 0, 0, 0, 0, 0, 1
2450, 190, 1, 0, 0,   0,  50, 0, 0, 0, 0, 0, 1


2500, 190, 1, 1, 2,  30,  50, 1, 3, 3, 0, 1, 1
2533, 190, 1, 1, 1,  30,  50, 0, 0, 0, 0, 0, 1
2567, 190, 1, 1, 2,  30,   0, 0, 0, 0, 0, 0, 1
2600, 190, 1, 3, 1,  30,  50, 1, 3, 3, 0, 0, 1
2633, 190, 1, 1, 2,  30,  50, 0, 0, 0, 0, 0, 1
2667, 190, 1, 1, 1,  30,   0, 0, 0, 0, 0, 0, 1
2700, 190, 1, 1, 2,  30,  50, 1, 3, 3, 1, 0, 1
2733, 190, 1, 1, 1,  50,  50, 0, 0, 0, 0, 0, 1
2767, 190, 1, 1, 1,  30,   0, 0, 0, 0, 0, 0, 1
2767, 190, 1, 1, 2,  70,   0, 0, 0, 0, 0, 0, 1
2800, 190, 1, 1, 2,  70,  50, 1, 3, 3, 0, 0, 1
2833, 190, 1, 1, 1, 110,  50, 0, 0, 0, 0, 0, 1
2867, 190, 1, 1, 2, 130,   0, 0, 0, 0, 3, 0, 1

2900, 190, 1, 1, 1, 150,  50, 1, 3, 3, 0, 1, 1
2933, 190, 1, 1, 1,  90,  50, 0, 0, 0, 0, 0, 1
2967, 190, 1, 1, 1,  30,   0, 0, 0, 0, 0, 0, 1
3000, 190, 1, 1, 2,  30,  25,11, 3, 3, 0, 0, 1
3017, 190, 1, 1, 2,  30,  50, 0, 0, 0, 0, 0, 1
3033, 190, 1, 1, 1,  30,   0, 0, 0, 0, 0, 0, 1
3067, 190, 1, 0, 0,   0,  50, 0, 0, 0, 0, 0, 1
3100, 190, 1, 1, 2, 150,  25, 2, 3, 3, 0, 0, 1
3117, 190, 1, 1, 2, 150,  50, 0, 0, 0, 0, 0, 1
3133, 190, 1, 1, 1, 150,  50, 0, 0, 0, 0, 0, 1
3167, 190, 1, 1, 1,  90,   0, 0, 0, 0, 0, 0, 1
3200, 190, 1, 1, 1,  30,  50, 2, 3, 3, 0, 0, 1
3233, 190, 1, 1, 2, 150,  50, 0, 0, 0, 0, 0, 1
3267, 190, 1, 1, 1, 150,   0, 0, 0, 0, 0, 0, 1

3300, 190, 1, 1, 2, 150,  50, 1, 3, 3, 0, 1, 1
3317, 190, 1, 0, 0,   0,   0, 0, 0, 0, 0, 0, 1
3333, 190, 1, 1, 1,  30,  25, 0, 0, 0, 0, 0, 1
3350, 190, 1, 1, 1,  30,  25, 0, 0, 0, 0, 0, 1
3367, 190, 1, 1, 2,  30,  25, 0, 0, 0, 0, 0, 1
3383, 190, 1, 1, 2,  30,   0, 0, 0, 0, 0, 0, 1
3400, 190, 1, 1, 1,  30,  25, 1, 3, 3, 0, 0, 1
3417, 190, 1, 1, 1,  30,  25, 0, 0, 0, 0, 0, 1
3433, 190, 1, 1, 2,  30,  25, 0, 0, 0, 0, 0, 1
3450, 190, 1, 1, 2,  30,  25, 0, 0, 0, 0, 0, 1
3467, 190, 1, 1, 1,  30,  25, 0, 0, 0, 0, 0, 1
3483, 190, 1, 1, 1,  30,   0, 0, 0, 0, 0, 0, 1
3500, 190, 1, 1, 2,  30,  25, 1, 3, 3, 0, 0, 1
3517, 190, 1, 1, 2,  30,  25, 0, 0, 0, 0, 0, 1
3533, 190, 1, 1, 1,  30,  25, 0, 0, 0, 0, 0, 1
3550, 190, 1, 1, 1,  30,  25, 0, 0, 0, 0, 0, 1
3567, 190, 1, 1, 2,  30,  25, 0, 0, 0, 0, 0, 1
3583, 190, 1, 1, 2,  30,   0, 0, 0, 0, 0, 0, 1
3600, 190, 1, 1, 1,  30,  25, 1, 3, 3, 0, 0, 1
3617, 190, 1, 1, 1,  30,  25, 0, 0, 0, 0, 0, 1
3633, 190, 1, 1, 2,  30,  25, 0, 0, 0, 0, 0, 1
3650, 190, 1, 1, 2,  30,  25, 0, 0, 0, 0, 0, 1
3667, 190, 1, 1, 1,  30,  25, 0, 0, 0, 0, 0, 1
3683, 190, 1, 1, 1,  30,   0, 0, 0, 0, 0, 0, 1

3700, 190, 1, 1, 2,  30,  25, 0, 0, 0, 1, 1, 1
3722, 190, 1, 1, 1,  40,  25, 0, 0, 0, 0, 0, 1
3744, 190, 1, 1, 2,  50,  25, 1, 9, 5, 0, 0, 1
3767, 190, 1, 1, 2,  60,  25, 0, 0, 0, 0, 0, 1
3789, 190, 1, 1, 1,  70,  25, 0, 0, 0, 0, 0, 1
3800, 190, 1, 0, 0,   0,   0, 0, 0, 0, 0, 0, 1
3811, 190, 1, 1, 1,  80,  25, 0, 0, 0, 0, 0, 1
3833, 190, 1, 1, 2,  90,  25, 0, 0, 0, 0, 0, 1
3856, 190, 1, 1, 2, 100,  25, 0, 0, 0, 0, 0, 1
3878, 190, 1, 1, 2, 110,   0, 0, 0, 0, 0, 0, 1
3900, 190, 1, 1, 1, 120,  25, 0, 0, 0, 0, 0, 1
3922, 190, 1, 1, 1, 130,  25, 2, 9, 5, 0, 0, 1
3944, 190, 1, 1, 1, 140,  50, 0, 0, 0, 0, 0, 1
3967, 190, 1, 1, 2, 150,  77, 0, 0, 0, 0, 0, 1
4000, 190, 1, 0, 0,   0,   0, 0, 0, 0, 0, 0, 1
4033, 190, 1, 1, 2,  30, 150, 0, 0, 0, 0, 0, 1
4033, 190, 1, 1, 1, 150, 150, 0, 0, 0, 3, 0, 1

4100, 190, 1, 1, 2,  30,  50, 1, 3, 3, 0, 1, 1
4100, 190, 1, 1, 1, 150,  50, 1, 3, 3, 0, 0, 1
4133, 190, 1, 1, 2,  30,  50, 0, 0, 0, 0, 0, 1
4167, 190, 1, 1, 2,  30,   0, 0, 0, 0, 0, 0, 1
4200, 190, 1, 1, 2,  30,  50, 1, 3, 3, 0, 0, 1
4233, 190, 1, 0, 0,   0,  50, 0, 0, 0, 0, 0, 1
4267, 190, 1, 1, 1,  30,   0, 0, 0, 0, 0, 0, 1
4267, 190, 1, 1, 2, 150,   0, 0, 0, 0, 0, 0, 1
4300, 190, 1, 1, 1,  30,  25, 1, 3, 3, 0, 0, 1
4317, 190, 1, 1, 1,  30,  50, 0, 0, 0, 0, 0, 1
4333, 190, 1, 1, 2,  30,  50, 0, 0, 0, 0, 0, 1
4367, 190, 1, 1, 2,  30,   0, 0, 0, 0, 0, 0, 1
4367, 190, 1, 1, 1, 150,   0, 0, 0, 0, 0, 0, 1
4400, 190, 1, 1, 1, 150,  50, 1, 3, 3, 0, 0, 1
4433, 190, 1, 1, 2,  30,  50, 0, 0, 0, 0, 0, 1
4467, 190, 1, 1, 2,  30,   0, 0, 0, 0, 0, 0, 1

4500, 190, 1, 1, 2,  30,  50, 1, 3, 3, 0, 1, 1
4533, 190, 1, 0, 0,   0,  50, 0, 0, 0, 0, 0, 1
4567, 190, 1, 1, 1,  30,   0, 0, 0, 0, 0, 0, 1
4567, 190, 1, 1, 2, 150,   0, 0, 0, 0, 0, 0, 1
4600, 190, 1, 1, 1,  30,  25, 1, 3, 3, 0, 0, 1
4617, 190, 1, 1, 1,  30,  50, 0, 0, 0, 0, 0, 1
4633, 190, 1, 1, 2,  30,  50, 0, 0, 0, 0, 0, 1
4667, 190, 1, 1, 2,  30,   0, 0, 0, 0, 0, 0, 1
4667, 190, 1, 1, 1, 150,   0, 0, 0, 0, 0, 0, 1
4700, 190, 1, 1, 2,  30,  50, 1, 3, 3, 0, 0, 1
4700, 190, 1, 1, 1, 150,  50, 1, 3, 3, 0, 0, 1
4733, 190, 1, 1, 2,  30,  25, 0, 0, 0, 0, 0, 1
4750, 190, 1, 1, 2,  30,  50, 0, 0, 0, 0, 0, 1
4767, 190, 1, 1, 1,  30,   0, 0, 0, 0, 0, 0, 1
4800, 190, 1, 1, 1,  30,  50, 1, 3, 3, 0, 0, 1
4800, 190, 1, 1, 2,  90,  50, 1, 3, 3, 0, 0, 1
4833, 190, 1, 1, 2,  30,  25, 0, 0, 0, 0, 0, 1
4850, 190, 1, 1, 2,  30,  50, 0, 0, 0, 0, 0, 1
4867, 190, 1, 1, 1,  30,   0, 0, 0, 0, 0, 0, 1

4900, 190, 1, 1, 1,  30,  25, 0, 0, 0, 0, 1, 1
4900, 190, 1, 1, 2, 150,  25, 0, 0, 0, 0, 0, 1
4925, 190, 1, 1, 2,  90,  25, 0, 0, 0, 0, 0, 1
4950, 190, 1, 1, 2,  30,  25, 0, 0, 0, 0, 0, 1
4975, 190, 1, 1, 1,  30,   0, 0, 0, 0, 0, 0, 1
5000, 190, 1, 1, 1,  30,  25, 0, 0, 0, 0, 0, 1
5025, 190, 1, 2, 2, 150,  25, 0, 0, 0, 0, 0, 1
