Level:Elementary
100, 120, 1, 1, 2, 150, 25,   0, 0, 0, 1
125, 120, 1, 1, 1, 150, 50,   0, 0, 0, 0
150, 120, 1, 1, 2, 150, 0,   0, 0, 0, 0
200, 120, 1, 1, 2, 150, 50,   0, 0, 0, 0
250, 120, 1, 1, 2, 150, 25,  0, 0, 0, 0
275, 120, 1, 1, 1, 150, 0,  0, 0, 0, 0
300, 120, 1, 1, 2, 150, 26,  0, 0, 0, 0
325, 120, 1, 1, 1, 150, 52,   0, 0, 0, 0
375, 120, 1, 1, 1, 150, 0,   0, 0, 0, 0
400, 120, 1, 0, 0, 150, 0,   0, 0, 0, 0
425, 120, 1, 1, 1, 150, 25,   0, 0, 0, 0
450, 120, 1, 1, 2, 150, 25,  0, 0, 0, 0
475, 120, 1, 1, 1, 150, 0,  0, 0, 0, 0
500, 120, 1, 1, 2, 150, 0,  0, 0, 0, 1
