Level:Advanced
100, 180, 1, 0, 0, 150, 100,   0, 0, 0, 1
200, 180, 1, 0, 0, 150, 100,   0, 0, 0, 0
300, 180, 1, 0, 0, 150, 100,   0, 0, 0, 0
400, 180, 1, 0, 0, 150, 100,   0, 0, 0, 0

500, 180, 1, 1, 1, 150, 75,   0, 0, 0, 1
500, 180, 1, 1, 2, 150, 75,   0, 0, 0, 0
575, 180, 1, 1, 1, 150, 0,   0, 0, 0, 0
575, 180, 1, 1, 2, 150, 0,   0, 0, 0, 0
600, 180, 1, 0, 0, 0, 50,   0, 0, 0, 0
650, 180, 1, 1, 1, 150, 51,   0, 0, 0, 0
650, 180, 1, 1, 2, 150, 51,   0, 0, 0, 0
700, 180, 1, 0, 0, 0, 100,  0, 0, 0, 0
800, 180, 1, 0, 0, 0, 50,  0, 0, 0, 0
850, 180, 1, 1, 2, 30, 25,  0, 0, 0, 0
875, 180, 1, 1, 2, 30, 0,   0, 0, 0, 0

900, 180, 1, 1, 1, 30, 50,   0, 0, 0, 1
950, 180, 1, 1, 1, 30, 0,   0, 0, 0, 0
950, 180, 1, 1, 2, 150, 0,   0, 0, 0, 0
1000, 180, 1, 0, 0, 0, 50,   0, 0, 0, 0
1050, 180, 1, 1, 2, 30, 25,   0, 0, 0, 0
1075, 180, 1, 1, 2, 30, 0,   0, 0, 0, 0
1100, 180, 1, 1, 1, 30, 50,   0, 0, 0, 0
1150, 180, 1, 1, 1, 30, 0,   0, 0, 0, 0
1150, 180, 1, 1, 2, 150, 0,   0, 0, 0, 0
1200, 180, 1, 0, 0, 0, 50,   0, 0, 0, 0
1250, 180, 1, 1, 2, 30, 25,   0, 0, 0, 0
1275, 180, 1, 1, 2, 30, 0,   0, 0, 0, 0

1300, 180, 1, 1, 1, 30, 50,   0, 0, 0, 1
1350, 180, 1, 1, 1, 30, 0,   0, 0, 0, 0
1350, 180, 1, 1, 2, 150, 0,   0, 0, 0, 0
1400, 180, 1, 1, 2, 30, 25,   0, 0, 0, 0
1425, 180, 1, 1, 2, 30, 50,   0, 0, 0, 0
1450, 180, 1, 1, 1, 30, 0,   0, 0, 0, 0
1500, 180, 1, 1, 1, 30, 50,   0, 0, 0, 0
1500, 180, 1, 1, 2, 150, 50,   0, 0, 0, 0
1550, 180, 1, 1, 2, 30, 25,   0, 0, 0, 0
1575, 180, 1, 1, 2, 30, 0,   0, 0, 0, 0
1600, 180, 1, 1, 1, 30, 50,   0, 0, 0, 0
1650, 180, 1, 1, 1, 30, 0,   0, 0, 0, 0
1650, 180, 1, 1, 2, 150, 0,   0, 0, 0, 0

1700, 180, 1, 1, 2, 30, 25,   0, 0, 0, 1
1720, 180, 1, 1, 2, 30, 50,   0, 0, 0, 0
1740, 180, 1, 1, 1, 30, 50,   2, 5, 5, 0
1780, 180, 1, 1, 1, 30, 55,   0, 0, 0, 0
1780, 180, 1, 1, 2, 150, 50,   0, 0, 0, 0
1800, 180, 1, 0, 0, 0, 0,   0, 0, 0, 0
1820, 180, 1, 1, 1, 30, 50,   0, 0, 0, 0
1860, 180, 1, 1, 2, 30, 0,   0, 0, 0, 0
1900, 180, 1, 1, 1, 30, 25,   1, 3, 3, 0
1917, 180, 1, 1, 1, 30, 25,   0, 0, 0, 0
1933, 180, 1, 1, 2, 30, 25,   0, 0, 0, 0
1950, 180, 1, 1, 2, 30, 25,   0, 0, 0, 0
1967, 180, 1, 1, 1, 30, 25,   0, 0, 0, 0
1983, 180, 1, 1, 1, 30, 0,   0, 0, 0, 0
2000, 180, 1, 1, 2, 150, 0,   0, 0, 0, 0

2100, 360, 1, 1, 1, 150, 75,   0, 0, 0, 1
2100, 360, 1, 1, 2, 150, 75,   0, 0, 0, 0
2200, 360, 1, 0, 0, 0, 0,   0, 0, 0, 0
2250, 360, 1, 1, 1, 150, 28,   0, 0, 0, 0
2250, 360, 1, 1, 2, 150, 28,   0, 0, 0, 0
2300, 360, 1, 0, 0, 0, 50,   0, 0, 0, 0
2300, 360, 1, 0, 0, 0, 50,   0, 0, 0, 0
2400, 360, 1, 1, 1, 150, 51,   0, 0, 0, 0
2400, 360, 1, 1, 2, 150, 51,   0, 0, 0, 0

2500, 180, 1, 0, 0, 150, 100,   0, 0, 0, 0
2600, 180, 1, 0, 0, 150, 100,   0, 0, 0, 0
2700, 180, 1, 0, 0, 150, 0,   0, 0, 0, 1
